Fund_Name,CIK,Series_CIK
T Rowe Price Spectrum Moderate Allocation Fund,0000923084,S000002137
T Rowe Price Spectrum Moderate Growth Allocation Fund,0000923084,S000002138
T Rowe Price Value Fund,0000927845,S000028696
Thornburg Small/Mid Cap Fund,,
American Century Value Fund,0000914036,S000083645
American Century Select Fund,0000914036,S000042336
American Century Cap. Port. Inc. - Equity Income Fund,,
Tweedy Browne Value Fund,0000896975,S000001302
American Century Ultra Fund,0000914036,S000083650
Undiscovered Managers Behavioral Value Fund,0001047712,S000004186
Columbia Select Large Cap Growth Fund,0001413032,S000021575
US Global Investors - World Precious Minerals Fund,0000101507,S000004784
USAA Growth Fund,0000908695,S000003251
Victory Precious Metals & Minerals Fund,,
Victory Aggressive Growth Fund,0000908695,S000012894
USAA Growth & Tax Strategy Fund,,
USAA Cornerstone Moderately Aggressive Fund,0000908695,S000012926
Victory Emerging Markets Fund,0000908695,S000044741
US Global Investors - Gold & Precious Metals Fund,,
Victory Growth & Income Fund,,
Victory Income Stock Fund,0000908695,S000012900
Victory Science & Technology Fund,,
Value Line Capital Appreciation Fund,0000102757,S000007571
Value Line Larger Companies Focused Fund,0000102764,S000007572
Value Line Select Growth Fund,0000102767,S000007574
JPMorgan Europe Dynamic Fund,0001217286,S000002662
Vanguard 500 Index Fund,0000923202,S000030012
Vanguard Energy Fund,0000052848,S000002921
Vanguard Health Care Fund,0000052848,S000002922
Vanguard Global Capital Cycles Fund,0000734383,S000002923
JPMorgan U S Value Fund,0001217286,S000014515
Vanguard Real Estate Index Fund,0000734383,S000059086
Vanguard Dividend Growth Fund,0001004655,S000002920
Vanguard Growth ETF,0000052848,S000058499
Vanguard Institutional Index Fund,0000052848,S000002853
Vanguard Value ETF,0000052848,S000061305
Value Line Asset Allocation Fund,0000904170,S000007558
Value Line Mid Cap Focused Fund,0000102756,S000007570
Vanguard Tax Managed Capital Appreciation Fund,0000923202,S000004384
Vanguard PRIMECAP Fund,0000826473,S000002568
JPMorgan Small Cap Blend Fund,0001217286,S000002767
JPMorgan Small Cap Equity Fund,0001217286,S000002852
Vanguard Tax Managed Balanced Fund,0000923202,S000004383
Vanguard Total Stock Market ETF,0001409957,S000002848
Vanguard Wellington Fund,0000052848,S000004406
Vanguard International Growth Fund,0000052848,S000074280
Vanguard Windsor Funds - Vanguard Windsor Fund,0000107606,S000004417
Vanguard Windsor Funds - Vanguard Windsor II Fund,0000107606,S000004418
Vanguard US Growth Fund,,
Wasatch Ultra Growth Fund,0000806633,S000000879
Wasatch Small Cap Growth Fund,0000806633,S000000887
William Blair Growth Fund,0000822632,S000072753
William Blair International Growth Fund,0000822632,S000008605
William Blair Small Cap Value Fund,0000822632,S000008597
TETON Westwood Balanced Fund,0000796229,S000001080
TETON Westwood Small Cap Equity Fund,0000796229,S000001085
TETON Westwood Equity Fund,0000796229,S000001081
Wasatch Core Growth Fund,0000806633,S000000877
Wilshire Large Company Growth Portfolio,0000890453,S000001045
Wilshire Mutual Funds - Large Company Value Portfolio,0000890453,S000001046
Wasatch Micro Cap Fund,0000806633,S000000885
WesMark Large Company Fund,0001007226,S000005479
Weitz Partners Value Fund,,
Macquarie Core Equity Fund,0000883622,S000006288
Wilshire Mutual Funds - Small Company Growth Portfolio,0000890453,S000001047
Wilshire Mutual Funds - Small Company Value Portfolio,0000890453,S000001048
Weitz Funds - Value Fund,,
Fidelity Advisor International Capital Appreciation Fund,0000729218,S000005441
Fidelity Advisor Series VII - Consumer Discretionary Fund,0000315700,S000005324
Fidelity Advisor Series I - Value Strategies Fund,0000722574,S000005117
Fidelity Advisor Series VII - Industrials Fund,0000315700,S000005325
Fidelity Advisor Series VII - Energy Fund,0000315700,S000005330
Columbia Acorn International Select,0000002110,S000009188
Voya Mid Cap Research Enhanced Index Fund,0000877233,S000066936
Fidelity Mega Cap Stock Fund,0000035348,S000007022
Victory RS Large Cap Alpha VIP Series,0001068663,S000053584
Empower International Value Fund,0000356476,S000023736
Empower S&P Small Cap 600 Index Fund,,
Empower Small Cap Value Fund,0000356476,S000023729
Empower T Rowe Price Mid Cap Growth Fund,0000356476,S000023733
Polaris Global Value Fund,0000315774,S000004556
MFS International Equity Fund - US,,
Voya Small Company Fund,0000877233,S000066937
Oakmark Global Fund,0000770540,S000002761
Baron Small Cap Fund,0000920547,S000000584
Chestnut Street Exchange Fund,0000019780,S000001110
Gabelli International Small Cap Fund,0000909504,S000001066
Eaton Vance Greater China Growth Fund,0000102816,S000005200
Matthews Asia Innovators Fund,0000923184,S000001034
Matthews Japan Fund,0000923184,S000001033
"BlackRock Large Cap Focus Growth Fund, Inc.",0000355916,S000002344
Neuberger Berman Mid Cap Intrinsic Value Fund,0000044402,S000007846
MFS Mid Cap Growth Fund,0000063068,S000002434
Sparrow Growth Fund,0001066241,S000000502
BlackRock International Fund,0001065698,S000008399
Gabelli Dividend Growth Fund (The),0001086884,S000001071
Villere Balanced Fund,0000811030,S000004946
Gabelli Utilities Fund (The),0001087966,S000001075
Alger Capital Appreciation Portfolio,0000832566,S000009219
Alger Growth & Income Portfolio,,
William Blair Large Cap Growth Fund,0000822632,S000008601
William Blair Small Cap Growth Fund,0000822632,S000034349
William Blair Emerging Markets Growth Fund,0000822632,S000075390
Clearwater Core Equity Fund,0000811161,S000000697
Clearwater Select Equity Fund,0000811161,S000000698
CREF Stock Account,,
CREF Global Equities Account,,
CREF Growth Account,,
CREF Equity Index Account,,
Emerging Markets Growth Fund Inc.,0000794458,S000011439
Hartford Small Cap Growth HLS Fund,0001053425,S000004108
Third Avenue Real Estate Value Fund,0001396092,S000071301
RMB Mendon Financial Services Fund,0000030126,S000002998
MassMutual Small Cap Growth Equity Fund,0000916053,S000003668
Voya Investors Trust - T Rowe Price Equity Income Portfolio,0000837276,S000005760
Voya Investors Trust - Invesco Growth & Income Portfolio,,
VY Clarion Real Estate Portfolio,,
Voya Investors Trust - JPMorgan Emerging Markets Equity Port.,,
Voya Investors Trust - T Rowe Price Capital Appreciation Port.,,
Goldman Sachs Real Estate Securities Fund,0000822977,S000050578
Goldman Sachs Technology Opportunities Fund,0000822977,S000009339
ClearBridge Variable Appreciation Portfolio,0001176343,S000017013
Voya Mid Cap Opportunities Fund,,
Virtus KAR Global Small-Cap Fund,0000867297,S000007979
Virtus Zevenbergen Technology Fund,0000867297,S000007980
Virtus KAR Health Sciences Fund,0000867297,S000007977
Royce Small-Cap Special Equity Fund,0000709364,S000009513
Russell Investment Co. - Equity Income Fund,0000351601,S000001585
Russell Investment Co. - US Small Cap Equity Fund,,
Russell Investment Co. - Sustainable Aware Equity Fund,,
Russell Investment Co. - International Developed Markets Fund,0000351601,S000001588
Russell Investment Co. - Emerging Markets Fund,0000351601,S000001569
Russell Investment Co. - Global Real Estate Securities Fund,0000351601,S000001579
Russell Investment Co. - Tax Managed US Large Cap Fund,,
Russell Investment Co. - Tax Managed US Mid & Small Cap Fund,,
Victory Small Cap Stock Fund,0000908695,S000012914
Vanguard Mid Cap Index Fund,0000889519,S000030016
Vanguard Small Cap Growth Index Fund,0000036405,S000030018
Vanguard Tax Managed Small Cap Fund,0000923202,S000004387
Vanguard FTSE Developed Markets ETF,,
Allspring Special Mid Cap Value Fund,0001081400,S000007349
Timothy Plan - Large/Mid Cap Value Fund,,
Transamerica US Growth,0000778207,S000026829
UBS US Small Cap Growth Fund,,
JPMorgan Research Market Neutral Fund,0001217286,S000002614
Homestead Small Company Stock Fund,0000865733,S000010529
Hirtle Callaghan The U.S. Equity Portfolio,,
Hirtle Callaghan International Equity Fund,,
Manor Fund,0001003924,S000012149
Manor Growth Fund,0001003924,S000012150
Eaton Vance Ser. Tr. II - Parametric Tax Managed EM Fund,,
Driehaus Mutual Funds - Emerging Markets Growth Fund,0001016073,S000001909
Firsthand Technology Opportunities Fund,0000917124,S000011681
iMGP International Fund,0001020425,S000005594
Victory Munder Mid Cap Core Growth Fund,0000802716,S000046392
Berkshire Focus Fund,0001030979,S000004886
Nuveen International Value Fund,0001041673,S000000610
Buffalo Small Cap Growth Fund,0001135300,S000022453
James Small Cap Fund,0001829774,S000003563
Hartford Growth Opportunities Fund (The),0000049905,S000004013
Hartford Small Cap Growth Fund,0001053425,S000004108
Goldman Sachs Mid Cap Growth Fund,0001046292,S000009321
MFS Research Fund,0000867969,S000000766
MFS International New Discovery Fund,0000200489,S000002437
Trillium ESG Global Equity Fund,0000811030,S000081438
SGI Small Cap Growth Fund,,
Robeco Boston Partners Small Cap Value Fund II,,
Robeco Boston Partners Long/Short Equity Fund,,
Rydex Energy Fund,0001064046,S000003806
Rydex Financial Services Fund,0001064046,S000003807
Rydex Health Care Fund,0001064046,S000003808
Rydex Technology Fund,0001064046,S000003809
Rydex Basic Materials Fund,0000899148,S000003810
Rydex Consumer Products Fund,0001064046,S000003811
Rydex Leisure Fund,0001064046,S000003812
Rydex Retailing Fund,0001064046,S000003813
Rydex Telecommunications Fund,0001064046,S000003799
Rydex Transportation Fund,0001064046,S000003800
Rydex Energy Services Fund,0001064046,S000003801
Rydex Banking Fund,0001064046,S000003683
Rydex Biotechnology Fund,0001064046,S000003802
Rydex Electronics Fund,0001064046,S000003803
Saratoga Adv. Trust - Large Cap Value Portfolio,,
Saratoga Adv. Trust - Large Cap Growth Portfolio,,
Saratoga Adv. Trust - Small Cap Portfolio,,
Saratoga Adv. Trust - International Equity Portfolio,,
Value Line Small Cap Opportunities Fund,0000895429,S000007569
GAMCO Global Growth Fund,0000909504,S000001065
Chesapeake Growth Fund (The),0000893759,S000010423
GMO International Equity Fund,0000772129,S000041748
GMO International Opportunistic Value Fund,0000772129,S000004913
GMO Emerging Markets Fund,0000772129,S000035227
Goldman Sachs Mid Cap Value Fund,0000933691,S000009320
Goldman Sachs Strategic Growth Fund,0001046292,S000009318
Goldman Sachs Large Cap Value Fund,0001046292,S000009317
BlackRock Sustainable Balanced Fund,0000110055,S000002175
California Investment Nasdaq 100 Index Fund,0000778205,S000011281
Integrity Mid-North American Resources Fund,0000893730,S000000137
Pear Tree Polaris Foreign Value Fund,0000722885,S000009491
Wilshire Mutual Funds - 5000 Index Fund,0000890453,S000001049
Auxier Focus Fund,0000315774,S000004570
Eaton Vance Worldwide Health Sciences Fund,0001121746,S000005202
Hotchkis & Wiley Large Cap Value Fund,,
John Hancock - US Global Leaders Growth Fund,,
Voya Mid Cap Opportunities Portfolio,,
Voya Small Cap Opportunities Portfolio,,
AMG TimesSquare Small Cap Growth Fund,0001089951,S000009877
Hartford Healthcare HLS Fund,0001053425,S000003206
John Hancock VIT - Science & Technology Trust,,
John Hancock VIT - Mid Cap Growth Trust,,
John Hancock VIT - Disciplined Value International Trust,,
John Hancock VIT - Small Company Value Trust,,
John Hancock VIT - Global Equity Trust,,
John Hancock VIT - Blue Chip Growth Trust,,
John Hancock VIT - Real Estate Securities Trust,,
John Hancock VIT - 500 Index Trust B,,
John Hancock VIT - Equity Income Trust,,
John Hancock VIT - Mid Cap Index Trust,,
John Hancock VIT - Total Stock Market Index Trust,,
Capital Advisors Growth Fund,0001215880,S000005062
Saratoga Adv. Trust - Health & Biotechnology Portfolio,,
AB Equity Income Fund,0000910036,S000010125
Janus Henderson Mid Cap Value Fund,0000277751,S000010471
Fidelity Advisor Series VII - Utilities Fund,0000315700,S000005323
Voya Index Plus Large Cap Portfolio,,
Voya Index Plus Mid Cap Portfolio,,
Voya Index Plus Small Cap Portfolio,,
Lord Abbett Developing Growth Fund,0000855396,S000006834
Invesco Growth & Income Fund,,
American Century Small Company Fund,0000827060,S000005981
American Century Disciplined Core Value Fund,0000914036,S000083645
BNY Mellon Technology Growth Fund,0000914775,S000000500
Columbia Emerging Markets Fund,0000842918,S000033622
Alger Funds - Small Cap Growth Fund,0000911415,S000009160
Alger Funds - Mid Cap Growth Fund,0000911415,S000009162
Baron Opportunity Fund,0000810902,S000000585
Columbia Large Cap Value Fund,0001031594,S000010791
VALIC Company I - Stock Index Fund,,
VALIC Company I - Mid Cap Index Fund,,
VALIC Company I - Small Cap Index Fund,,
VALIC Company I - Systematic Core Fund,,
VALIC Company I - Science & Technology Fund,,
VALIC Company I - International Socially Responsible Fund,,
Columbia Select Global Equity Fund,0001352280,S000030660
Invesco Energy Fund,0001378872,S000064694
Invesco Health Care Fund,0001378872,S000000235
Invesco Technology Fund,0001378872,S000000160
Invesco Dividend Income Fund,0000725781,S000000161
PGIM Jennison Diversified Growth Fund,0001090155,S000004718
Janus Aspen Ser. - VIT Research Portfolio,,
Janus Aspen Ser. - VIT Enterprise Portfolio,,
Janus Aspen Ser. - VIT Forty Portfolio,,
Janus Aspen Ser. - VIT Overseas Portfolio,,
Janus Aspen Ser. - VIT Global Research Portfolio,,
Janus Henderson Global Technology & Innovation Portfolio,,
Fidelity Advisor Diversified International Fund,0000729218,S000005432
Fidelity Advisor Emerging Asia Fund,0000729218,S000005436
Fidelity Advisor Global Capital Appreciation Fund,0000729218,S000005440
Fidelity Advisor Series I - Dividend Growth Fund,0000722574,S000005119
BNY Mellon Small Cap Stock Index Fund,,
BNY Mellon International Stock Index Fund,0000857114,S000000130
Jacob Discovery Fund,0001090372,S000038991
Fidelity Asset Manager 85% Fund,,
Putnam Global Health Care Fund,0000822671,S000005666
American Century International Growth Fund,0000872825,S000053101
American Century Emerging Markets Fund,0000872825,S000066462
American Century Focused Global Growth Fund,0000872825,S000006603
BlackRock Mid Cap Value Fund,0000319108,S000002541
BlackRock Capital Appreciation Fund Inc.,0001321652,S000002520
Brown Capital Management International Equity Fund,,
Invesco Diversified Dividend Fund,0000933691,S000000281
John Hancock Regional Bank Fund,0000743861,S000000635
John Hancock Financial Industries Fund,0000743861,S000000634
Wilmington International Fund,0000927413,S000005535
Putnam Small Cap Value Fund,0000822671,S000003854
Invesco EQV International Equity Fund,0000896435,S000000230
AB Relative Value Fund,0000315754,S000010080
CREF Social Choice Account,,
Longleaf Partners International Fund,0000806636,S000009313
American Beacon Small Cap Value Fund,0000809593,S000001818
MFS Technology Fund,0000798244,S000000768
Cohen & Steers Institutional Realty Shares Fund,,
Vanguard FTSE Social Index Fund,0000052848,S000004440
Jacob Internet Fund,0001090372,S000005257
DFA US Large Cap Value Portfolio,,
MP 63 Fund,,
Macquarie Global Listed Real Assets Fund,0000875352,S000003937
Commerce Value Fund,0000926243,S000082913
Transamerica Capital Growth,0000778207,S000007785
Putnam Sustainable Leaders Fund,0000822671,S000006295
T. Rowe Price All-Cap Opportunities Fund,0000773485,S000002104
T Rowe Price International Value Equity Fund,0000313212,S000001498
T Rowe Price Mid Cap Growth Fund,0000887147,S000023733
T Rowe Price Equity Index 500 Fund,0000858581,S000002089
T Rowe Price Extended Equity Market Index Fund,0000858581,S000002090
T Rowe Price Total Equity Market Index Fund,0000858581,S000002091
Virtus KAR Mid Cap Growth Fund,0000034273,S000021180
BlackRock Health Sciences Opportunities Portfolio,0000837276,S000001877
Columbia Contrarian Core Fund,0000815425,S000012077
Columbia Dividend Income Fund,0000809558,S000012079
Columbia Large Cap Growth Fund,0000052347,S000010799
PGIM Jennison Focused Growth Fund,0001104631,S000004751
Patient Opportunity Trust,0001261788,S000082973
Virtus Silvant Mid-Cap Growth Fund,0000867297,S000007984
Putnam Sustainable Future Fund,0000822671,S000003851
Putnam Research Fund,0000822671,S000003853
Columbia Convertible Securities Fund,0001097519,S000010789
Columbia Large Cap Index Fund,0001413032,S000010825
Putnam International Equity Fund,0000822671,S000005651
